Datum,Verbrauch,Wind,Solar,Wind+Solar
2016-01-01,1007.11,107.21,18.56,125.77
2016-01-02,1147.89,409.62,9.4,419.02
2016-01-03,1130.63,406.3,13.52,419.82
2016-01-04,1385.93,278.46,10.08,288.54
2016-01-05,1430.11,206.47,12.55,219.02
2016-01-06,1375.73,156.04,12.59,168.63
2016-01-07,1480.61,313.6,14.64,328.24
2016-01-08,1469.35,460.88,40.97,501.85
2016-01-09,1236.5,205.63,23.89,229.52
2016-01-10,1133.1,344.48,18.9,363.37
2016-01-11,1493.8,199.88,10.18,210.06
2016-01-12,1517.06,309.16,15.13,324.29
2016-01-13,1525.13,340.8,12.16,352.96
2016-01-14,1518.12,236.93,44.55,281.48
2016-01-15,1515.73,150.57,8.69,159.26
2016-01-16,1287.07,141.73,8.77,150.5
2016-01-17,1208.63,103.35,8.73,112.08
2016-01-18,1537.45,89.97,19.42,109.39
2016-01-19,1579.1,169.57,20.78,190.36
2016-01-20,1566.54,114.69,14.24,128.93
2016-01-21,1559.12,47.23,19.34,66.56
2016-01-22,1548.33,206.78,35.2,241.98
2016-01-23,1314.26,279.84,10.63,290.47
2016-01-24,1188.14,256.7,17.41,274.1
2016-01-25,1472.2,306.53,33.78,340.31
2016-01-26,1504.52,484.66,41.68,526.35
2016-01-27,1520.14,659.56,24.52,684.08
2016-01-28,1500.61,463.77,36.62,500.38
2016-01-29,1480.93,650.34,49.52,699.86
2016-01-30,1290.34,673.81,27.9,701.71
2016-01-31,1174.35,490.03,19.96,509.98
2016-02-01,1496.84,567.82,14.78,582.6
2016-02-02,1526.01,695.82,25.38,721.21
2016-02-03,1532.58,534.97,30.86,565.83
2016-02-04,1522.15,364.41,15.19,379.6
2016-02-05,1478.36,270.01,22.66,292.67
2016-02-06,1253.39,412.12,60.22,472.35
2016-02-07,1158.09,515.96,38.07,554.04
2016-02-08,1464.91,751.65,32.28,783.93
2016-02-09,1504.7,614.37,22.97,637.34
2016-02-10,1524.29,402.86,28.39,431.25
2016-02-11,1501.41,321.22,44.04,365.26
2016-02-12,1467.09,84.49,66.41,150.9
2016-02-13,1265.84,169.92,49.37,219.29
2016-02-14,1179.31,280.41,26.91,307.31
2016-02-15,1499.43,213.62,23.47,237.09
2016-02-16,1520.27,77.66,47.48,125.14
2016-02-17,1535.19,197.77,44.22,241.99
2016-02-18,1502.38,81.68,63.59,145.27
2016-02-19,1500.86,124.39,35.43,159.82
2016-02-20,1323.47,607.08,17.52,624.6
2016-02-21,1192.22,641.78,22.52,664.3
2016-02-22,1495.92,538.5,49.99,588.5
2016-02-23,1508.38,293.99,37.72,331.71
2016-02-24,1498.98,251.74,74.18,325.92
2016-02-25,1500.38,165.29,60.55,225.84
2016-02-26,1454.92,88.15,77.86,166.01
2016-02-27,1236.37,114.99,110.02,225.02
2016-02-28,1155.18,187.64,71.2,258.85
2016-02-29,1461.93,245.92,42.62,288.54
2016-03-01,1520.38,247.36,47.75,295.12
2016-03-02,1507.05,359.87,33.77,393.64
2016-03-03,1493.77,105.49,52.01,157.49
2016-03-04,1474.43,282.38,74.04,356.42
2016-03-05,1245.39,83.98,41.6,125.58
2016-03-06,1158.44,121.34,49.2,170.55
2016-03-07,1453.25,58.42,72.46,130.88
2016-03-08,1490.24,73.72,76.2,149.92
2016-03-09,1495.36,242.1,119.01,361.11
2016-03-10,1475.78,126.09,96.56,222.65
2016-03-11,1462.24,93.16,67.95,161.11
2016-03-12,1286.03,88.7,62.82,151.52
2016-03-13,1200.11,136.04,60.25,196.3
2016-03-14,1442.93,92.25,133.96,226.22
2016-03-15,1484.28,164.02,35.24,199.25
2016-03-16,1483.72,259.23,108.36,367.6
2016-03-17,1447.59,82.66,157.92,240.58
2016-03-18,1443.66,134.0,111.76,245.76
2016-03-19,1233.66,128.63,74.6,203.23
2016-03-20,1144.54,280.15,63.36,343.51
2016-03-21,1440.59,317.21,62.18,379.39
2016-03-22,1457.46,175.31,69.93,245.24
2016-03-23,1452.44,139.67,62.74,202.4
2016-03-24,1419.2,78.91,72.1,151.0
2016-03-25,1142.93,179.42,34.32,213.74
2016-03-26,1125.19,246.25,126.36,372.61
2016-03-27,1037.18,391.79,88.52,480.32
2016-03-28,1082.13,496.78,93.27,590.05
2016-03-29,1391.79,412.7,106.98,519.68
2016-03-30,1425.7,296.96,70.17,367.13
2016-03-31,1413.71,115.27,89.11,204.38
2016-04-01,1394.42,96.55,105.31,201.86
2016-04-02,1166.27,175.06,141.48,316.54
2016-04-03,1067.58,103.75,124.61,228.36
2016-04-04,1360.8,138.27,114.06,252.33
2016-04-05,1400.76,144.46,96.94,241.4
2016-04-06,1428.78,414.34,111.12,525.46
2016-04-07,1419.36,345.79,95.06,440.85
2016-04-08,1383.82,88.27,112.63,200.9
2016-04-09,1154.79,76.87,114.94,191.82
2016-04-10,1063.49,155.99,128.07,284.07
2016-04-11,1371.37,228.27,159.55,387.82
2016-04-12,1386.95,96.34,125.52,221.86
2016-04-13,1402.75,48.09,104.91,153.0
2016-04-14,1399.72,57.07,124.88,181.95
2016-04-15,1357.33,216.38,77.28,293.66
2016-04-16,1041.04,321.74,94.12,415.86
2016-04-17,970.11,190.56,87.32,277.88
2016-04-18,1352.36,254.76,119.69,374.45
2016-04-19,1401.46,396.06,127.56,523.62
2016-04-20,1381.37,181.51,191.03,372.54
2016-04-21,1369.59,101.96,208.67,310.62
2016-04-22,1346.62,149.52,171.32,320.84
2016-04-23,1138.14,197.28,89.7,286.98
2016-04-24,978.83,174.22,136.64,310.87
2016-04-25,1385.12,258.3,119.73,378.04
2016-04-26,1429.26,270.62,96.57,367.19
2016-04-27,1456.92,390.8,106.07,496.88
2016-04-28,1417.22,184.05,146.86,330.91
2016-04-29,1378.82,304.68,161.03,465.71
2016-04-30,1141.2,150.23,156.37,306.61
2016-05-01,1011.95,179.87,147.93,327.8
2016-05-02,1327.72,81.89,197.18,279.07
2016-05-03,1388.61,212.39,139.15,351.54
2016-05-04,1359.04,84.96,174.18,259.14
2016-05-05,1066.48,150.62,212.71,363.33
2016-05-06,1209.38,255.57,217.57,473.14
2016-05-07,1112.3,315.36,215.96,531.32
2016-05-08,1041.66,393.12,217.82,610.94
2016-05-09,1361.53,360.99,207.43,568.41
2016-05-10,1379.0,258.67,157.71,416.38
2016-05-11,1386.22,304.44,180.64,485.07
2016-05-12,1409.33,319.68,129.86,449.54
2016-05-13,1354.62,216.94,135.92,352.86
2016-05-14,1142.87,387.18,132.01,519.19
2016-05-15,1010.01,391.69,130.94,522.62
2016-05-16,1027.89,264.28,115.66,379.94
2016-05-17,1307.29,193.38,113.16,306.53
2016-05-18,1372.62,88.95,151.71,240.66
2016-05-19,1380.96,60.08,119.8,179.87
2016-05-20,1364.46,179.2,144.4,323.6
2016-05-21,1142.34,133.51,186.84,320.35
2016-05-22,1059.12,217.76,185.45,403.21
2016-05-23,1357.51,179.1,83.89,262.99
2016-05-24,1394.29,179.91,57.67,237.58
2016-05-25,1362.72,27.07,100.66,127.73
2016-05-26,1161.51,21.7,169.09,190.8
2016-05-27,1260.91,37.27,143.4,180.67
2016-05-28,1123.51,85.47,160.59,246.06
2016-05-29,1053.61,163.11,124.93,288.03
2016-05-30,1370.15,246.02,121.13,367.15
2016-05-31,1385.5,90.9,141.4,232.31
2016-06-01,1391.54,22.01,0.0,22.01
2016-06-02,1383.36,108.36,119.31,227.67
2016-06-03,1348.64,102.07,135.72,237.79
2016-06-04,1131.75,54.25,163.82,218.07
2016-06-05,1047.12,51.03,169.85,220.88
2016-06-06,1349.65,69.56,217.35,286.91
2016-06-07,1375.08,48.54,214.92,263.46
2016-06-08,1375.03,162.73,160.81,323.54
2016-06-09,1366.69,100.71,155.67,256.38
2016-06-10,1337.51,141.59,221.34,362.92
2016-06-11,1117.36,43.85,135.32,179.17
2016-06-12,1049.38,84.99,120.64,205.63
2016-06-13,1348.19,105.65,116.43,222.08
2016-06-14,1369.86,66.56,135.29,201.85
2016-06-15,1370.76,52.43,142.05,194.48
2016-06-16,1376.7,31.06,136.23,167.29
2016-06-17,1358.05,161.17,117.88,279.05
2016-06-18,1135.85,141.46,166.88,308.35
2016-06-19,1042.55,87.35,138.54,225.88
2016-06-20,1341.12,225.61,185.49,411.1
2016-06-21,1348.52,95.57,131.17,226.75
2016-06-22,1370.15,54.65,185.63,240.29
2016-06-23,1391.15,149.94,229.71,379.66
2016-06-24,1380.85,100.46,198.07,298.52
2016-06-25,1158.88,131.55,134.97,266.52
2016-06-26,1046.8,167.57,160.41,327.98
2016-06-27,1361.76,173.23,168.83,342.06
2016-06-28,1373.34,73.41,177.45,250.86
2016-06-29,1395.05,233.86,181.58,415.44
2016-06-30,1387.01,151.65,123.38,275.03
2016-07-01,1359.41,252.99,167.25,420.24
2016-07-02,1144.02,267.16,105.33,372.49
2016-07-03,1035.87,184.8,161.29,346.09
2016-07-04,1338.47,55.85,183.6,239.45
2016-07-05,1397.2,337.07,166.12,503.19
2016-07-06,1396.92,430.53,182.12,612.65
2016-07-07,1364.53,112.99,217.73,330.72
2016-07-08,1363.73,230.05,170.85,400.9
2016-07-09,1145.77,202.27,180.4,382.67
2016-07-10,1065.31,189.08,213.02,402.1
2016-07-11,1374.97,330.2,167.83,498.02
2016-07-12,1379.68,149.82,118.02,267.83
2016-07-13,1356.89,66.37,123.38,189.75
2016-07-14,1369.21,304.15,117.36,421.51
2016-07-15,1336.78,287.95,128.88,416.83
2016-07-16,1118.67,126.31,157.54,283.85
2016-07-17,1043.74,105.56,140.82,246.38
2016-07-18,1339.69,103.14,185.38,288.52
2016-07-19,1372.99,43.44,208.66,252.1
2016-07-20,1397.43,139.19,222.21,361.4
2016-07-21,1384.14,82.85,139.66,222.51
2016-07-22,1348.51,68.98,172.88,241.86
2016-07-23,1130.09,39.23,138.54,177.77
2016-07-24,1036.44,17.14,164.7,181.84
2016-07-25,1348.02,45.9,159.5,205.41
2016-07-26,1364.11,39.1,151.57,190.67
2016-07-27,1357.0,86.51,145.02,231.53
2016-07-28,1346.15,48.28,143.43,191.71
2016-07-29,1312.64,125.46,149.9,275.36
2016-07-30,1113.31,108.95,163.96,272.91
2016-07-31,1019.75,70.33,96.64,166.97
2016-08-01,1287.04,136.16,171.73,307.89
2016-08-02,1330.69,91.28,82.12,173.41
2016-08-03,1351.67,275.58,101.86,377.43
2016-08-04,1347.46,237.71,136.5,374.21
2016-08-05,1294.49,136.09,104.52,240.62
2016-08-06,1088.06,162.14,141.84,303.98
2016-08-07,1008.68,219.45,198.0,417.44
2016-08-08,1317.37,350.03,172.57,522.6
2016-08-09,1317.38,191.31,110.43,301.74
2016-08-10,1313.15,178.85,127.44,306.3
2016-08-11,1308.82,193.68,145.3,338.99
2016-08-12,1301.8,190.52,63.62,254.13
2016-08-13,1112.18,263.62,175.71,439.32
2016-08-14,1010.17,98.42,166.93,265.34
2016-08-15,1255.79,65.07,173.78,238.86
2016-08-16,1315.44,63.31,183.88,247.19
2016-08-17,1320.84,45.54,188.17,233.71
2016-08-18,1332.15,47.81,161.68,209.48
2016-08-19,1308.26,50.57,165.88,216.45
2016-08-20,1128.78,147.6,110.69,258.29
2016-08-21,1031.08,246.75,125.98,372.74
2016-08-22,1341.17,179.29,125.14,304.44
2016-08-23,1358.41,59.47,172.38,231.85
2016-08-24,1366.77,120.38,195.92,316.3
2016-08-25,1371.87,181.1,198.82,379.92
2016-08-26,1358.06,126.58,191.76,318.34
2016-08-27,1157.25,91.29,185.59,276.88
2016-08-28,1067.73,215.48,162.51,377.99
2016-08-29,1379.59,228.76,109.68,338.44
2016-08-30,1363.93,86.69,178.61,265.3
2016-08-31,1357.35,62.17,188.22,250.39
2016-09-01,1356.86,77.94,147.09,225.04
2016-09-02,1328.56,104.55,164.3,268.86
2016-09-03,1107.7,109.43,136.42,245.85
2016-09-04,1056.44,272.31,77.09,349.39
2016-09-05,1344.88,137.13,92.8,229.93
2016-09-06,1354.65,51.47,159.64,211.11
2016-09-07,1362.58,78.33,178.17,256.5
2016-09-08,1377.14,114.34,177.84,292.18
2016-09-09,1340.79,62.26,154.79,217.05
2016-09-10,1112.96,59.82,162.47,222.3
2016-09-11,1031.19,71.58,146.76,218.34
2016-09-12,1350.98,90.56,164.41,254.98
2016-09-13,1381.27,161.69,163.84,325.54
2016-09-14,1388.22,225.46,161.39,386.86
2016-09-15,1383.18,263.85,153.04,416.89
2016-09-16,1333.78,87.38,99.22,186.6
2016-09-17,1090.29,182.26,49.47,231.72
2016-09-18,934.86,186.18,64.65,250.83
2016-09-19,1317.09,55.55,60.99,116.54
2016-09-20,1351.02,24.16,79.44,103.59
2016-09-21,1342.34,38.32,130.51,168.83
2016-09-22,1337.93,31.34,147.5,178.83
2016-09-23,1326.77,74.25,123.53,197.78
2016-09-24,1109.71,91.77,147.24,239.01
2016-09-25,1030.48,176.28,153.54,329.82
2016-09-26,1345.11,49.55,110.89,160.44
2016-09-27,1374.26,90.96,123.62,214.58
2016-09-28,1403.4,463.1,101.62,564.73
2016-09-29,1417.92,514.32,127.19,641.51
2016-09-30,1369.54,223.68,87.73,311.41
2016-10-01,1137.47,111.1,65.26,176.36
2016-10-02,1038.64,183.43,69.87,253.3
2016-10-03,1061.94,193.56,66.69,260.25
2016-10-04,1384.81,363.23,77.49,440.72
2016-10-05,1424.38,375.08,108.61,483.69
2016-10-06,1459.28,336.55,28.99,365.54
2016-10-07,1416.38,147.23,43.97,191.2
2016-10-08,1190.27,136.59,56.46,193.05
2016-10-09,1108.72,64.02,68.38,132.39
2016-10-10,1405.6,35.63,64.5,100.13
2016-10-11,1449.5,178.2,48.41,226.61
2016-10-12,1455.32,197.46,47.96,245.42
2016-10-13,1465.33,331.64,53.25,384.89
2016-10-14,1426.69,419.0,69.78,488.78
2016-10-15,1196.86,210.36,55.68,266.04
2016-10-16,1091.39,125.34,97.23,222.57
2016-10-17,1415.89,132.59,46.78,179.37
2016-10-18,1452.25,164.5,42.43,206.93
2016-10-19,1464.87,205.81,38.17,243.98
2016-10-20,1470.41,144.78,38.41,183.19
2016-10-21,1436.65,123.03,28.98,152.01
2016-10-22,1206.67,74.62,42.32,116.94
2016-10-23,1118.07,72.86,60.49,133.35
2016-10-24,1448.67,111.55,34.94,146.49
2016-10-25,1459.46,42.56,24.54,67.09
2016-10-26,1448.41,78.3,35.9,114.19
2016-10-27,1457.07,194.88,46.4,241.28
2016-10-28,1437.21,22.85,0.0,22.85
2016-10-29,1196.84,273.62,49.99,323.61
2016-10-30,1091.84,95.37,65.4,160.77
2016-10-31,1278.85,57.18,62.07,119.25
2016-11-01,1245.59,246.64,53.6,300.24
2016-11-02,1489.33,425.6,39.84,465.44
